"","death","pm10tmean","tmpd","rmtmpd","dptp","rmdptp","dow","date"
"1336",125,18.733214504,82.5,79.1666666666667,70.5,72.9583333333333,"Tuesday",1990-08-28
"1337",93,-7.281609195,75.5,81.1666666666667,57.875,73.2083333333333,"Wednesday",1990-08-29
"1338",114,-9.275420231,69,80.1666666666667,53.875,68.0833333333333,"Thursday",1990-08-30
"1339",111,12.718390805,70,75.6666666666667,60.75,60.75,"Friday",1990-08-31
"1340",94,29.250927951,78,71.5,69.125,57.5,"Saturday",1990-09-01
"1341",116,-1.482986227,73,72.3333333333333,61.25,61.25,"Sunday",1990-09-02
"1342",116,-11.30714286,71,73.6666666666667,60.875,63.7083333333333,"Monday",1990-09-03
"1343",121,38.770114943,79,74,73.375,63.75,"Tuesday",1990-09-04
"1344",106,17.163704077,77,74.3333333333333,69.125,65.1666666666667,"Wednesday",1990-09-05
"1345",90,21.715759892,83,75.6666666666667,70.5,67.7916666666667,"Thursday",1990-09-06
"1346",103,-21.31035614,72,79.6666666666667,63.25,71,"Friday",1990-09-07
"1347",127,2.5446093688,72,77.3333333333333,64.625,67.625,"Saturday",1990-09-08
"1348",105,8.1489028213,73,75.6666666666667,65.75,66.125,"Sunday",1990-09-09
"1349",112,31.413793103,75.5,72.3333333333333,68.375,64.5416666666667,"Monday",1990-09-10
"1350",104,23.579026004,74,73.5,67.875,66.25,"Tuesday",1990-09-11
"1351",109,52.655729167,74.5,74.1666666666667,64.5,67.3333333333333,"Wednesday",1990-09-12
"1352",105,34.63402587,74.5,74.6666666666667,65.625,66.9166666666667,"Thursday",1990-09-13
"1353",123,0.7203567486,65.5,74.3333333333333,54.625,66,"Friday",1990-09-14
"1354",105,-11.40453183,63,71.5,54,61.5833333333333,"Saturday",1990-09-15
"1355",100,-30.59488147,57,67.6666666666667,47.5,58.0833333333333,"Sunday",1990-09-16
"1356",106,-16.01693192,56,61.8333333333333,46.25,52.0416666666667,"Monday",1990-09-17
"1357",113,-16.55390335,55.5,58.6666666666667,49.875,49.25,"Tuesday",1990-09-18
"1358",117,-7.092047575,57.5,56.1666666666667,50.5,47.875,"Wednesday",1990-09-19
"1359",121,-1.285493404,59.5,56.3333333333333,50.75,48.875,"Thursday",1990-09-20
"1360",129,-6.488721805,62,57.5,46.625,50.375,"Friday",1990-09-21
"1361",113,-15.5245283,56.5,59.6666666666667,42.25,49.2916666666667,"Saturday",1990-09-22
"1362",97,-17.55583856,50.5,59.3333333333333,35.25,46.5416666666667,"Sunday",1990-09-23
"1363",103,-8.262857143,53.5,56.3333333333333,38.5,41.375,"Monday",1990-09-24
"1364",120,6.8619616911,67,53.5,51.75,38.6666666666667,"Tuesday",1990-09-25
"1365",128,9.4197531371,67.5,57,52.625,41.8333333333333,"Wednesday",1990-09-26
"1366",108,10.476871189,65.5,62.6666666666667,51.75,47.625,"Thursday",1990-09-27
"1367",127,3.5028571429,61,66.6666666666667,54.125,52.0416666666667,"Friday",1990-09-28
"1368",112,-22.41838413,58.5,64.6666666666667,51.125,52.8333333333333,"Saturday",1990-09-29
"1369",108,-20.31132075,52.5,61.6666666666667,40.25,52.3333333333333,"Sunday",1990-09-30
"1370",110,8.6918298975,57,57.3333333333333,38.25,48.5,"Monday",1990-10-01
"1371",104,9.9244640177,56.5,56,41.125,43.2083333333333,"Tuesday",1990-10-02
"1372",122,-6.391647772,67,55.3333333333333,58.125,39.875,"Wednesday",1990-10-03
"1373",119,-5.331230284,57.5,60.1666666666667,40.5,45.8333333333333,"Thursday",1990-10-04
"1374",117,-5.822137688,68.5,60.3333333333333,55,46.5833333333333,"Friday",1990-10-05
"1375",107,6.6980392157,75,64.3333333333333,56.375,51.2083333333333,"Saturday",1990-10-06
"1376",92,-29.30020617,55,67,48.5,50.625,"Sunday",1990-10-07
"1377",115,-29.69061265,50.5,66.1666666666667,46.75,53.2916666666667,"Monday",1990-10-08
"1378",114,NA,47,60.1666666666667,43.5,50.5416666666667,"Tuesday",1990-10-09
"1379",109,-24.17981073,41.5,50.8333333333333,35.25,46.25,"Wednesday",1990-10-10
"1380",113,11.709444795,46.5,46.3333333333333,35.875,41.8333333333333,"Thursday",1990-10-11
"1381",134,32.552,48.5,45,42.125,38.2083333333333,"Friday",1990-10-12
"1382",106,15.675731316,52,45.5,45.375,37.75,"Saturday",1990-10-13
"1383",132,-11.90539421,53.5,49,48.5,41.125,"Sunday",1990-10-14
"1384",122,-4.256242098,51,51.3333333333333,40.625,45.3333333333333,"Monday",1990-10-15
"1385",116,-6.449392713,56,52.1666666666667,52.25,44.8333333333333,"Tuesday",1990-10-16
"1386",121,10.229040035,65,53.5,55.375,47.125,"Wednesday",1990-10-17
"1387",119,-22.3212083,43,57.3333333333333,28.875,49.4166666666667,"Thursday",1990-10-18
"1388",118,-13.73014228,40.5,54.6666666666667,32.875,45.5,"Friday",1990-10-19
"1389",133,-10.28464882,54.5,49.5,36,39.0416666666667,"Saturday",1990-10-20
"1390",103,-9.700562111,49,46,37,32.5833333333333,"Sunday",1990-10-21
"1391",107,9.3596214511,43.5,48,33.875,35.2916666666667,"Monday",1990-10-22
"1392",122,14.360384024,46.5,49,37.625,35.625,"Tuesday",1990-10-23
"1393",112,2.3223140496,46.5,46.3333333333333,33.5,36.1666666666667,"Wednesday",1990-10-24
"1394",101,-12.53788933,40,45.5,31.75,35,"Thursday",1990-10-25
"1395",110,9.1623889678,41,44.3333333333333,31.125,34.2916666666667,"Friday",1990-10-26
"1396",122,16.544979079,52.5,42.5,33,32.125,"Saturday",1990-10-27
"1397",114,-15.47478992,41,44.5,28.625,31.9583333333333,"Sunday",1990-10-28
"1398",108,-4.984704641,45.5,44.8333333333333,30.625,30.9166666666667,"Monday",1990-10-29
"1399",138,21.764367816,60,46.3333333333333,48.875,30.75,"Tuesday",1990-10-30
"1400",123,29.060429572,58,48.8333333333333,49.625,36.0416666666667,"Wednesday",1990-10-31
"1401",104,22.439385715,60,54.5,44.125,43.0416666666667,"Thursday",1990-11-01
"1402",121,15.201221003,65.5,59.3333333333333,52.375,47.5416666666667,"Friday",1990-11-02
"1403",116,11.512931034,59.5,61.1666666666667,51.125,48.7083333333333,"Saturday",1990-11-03
"1404",109,-29.78714587,42,61.6666666666667,38.5,49.2083333333333,"Sunday",1990-11-04
"1405",113,-25.46320346,39.5,55.6666666666667,32.625,47.3333333333333,"Monday",1990-11-05
"1406",109,-10.19090534,36.5,47,35,40.75,"Tuesday",1990-11-06
"1407",131,-10.42665707,34,39.3333333333333,20.375,35.375,"Wednesday",1990-11-07
"1408",128,-0.404480346,31.5,36.6666666666667,27,29.3333333333333,"Thursday",1990-11-08
"1409",119,-5.162995595,37,34,33,27.4583333333333,"Friday",1990-11-09
"1410",96,-7.037862664,40.5,34.1666666666667,22,26.7916666666667,"Saturday",1990-11-10
"1411",108,-12.22123894,37.5,36.3333333333333,28.875,27.3333333333333,"Sunday",1990-11-11
"1412",126,NA,38,38.3333333333333,17.125,27.9583333333333,"Monday",1990-11-12
"1413",115,6.6206131909,38,38.6666666666667,29.875,22.6666666666667,"Tuesday",1990-11-13
"1414",122,6.2556550491,51,37.8333333333333,38.5,25.2916666666667,"Wednesday",1990-11-14
"1415",128,10.487341772,61,42.3333333333333,49.5,28.5,"Thursday",1990-11-15
"1416",99,3.8761527006,47.5,50,32,39.2916666666667,"Friday",1990-11-16
"1417",114,-12.08227848,42,53.1666666666667,29.625,40,"Saturday",1990-11-17
"1418",107,-3.026898734,45.5,50.1666666666667,33.125,37.0416666666667,"Sunday",1990-11-18
"1419",122,21.724658367,44,45,38.5,31.5833333333333,"Monday",1990-11-19
"1420",125,13.764182441,44.5,43.8333333333333,42.25,33.75,"Tuesday",1990-11-20
"1421",136,2.797235023,59.5,44.6666666666667,53.25,37.9583333333333,"Wednesday",1990-11-21
"1422",109,-6.75966948,43.5,49.3333333333333,32.25,44.6666666666667,"Thursday",1990-11-22
"1423",102,-14.12962963,42,49.1666666666667,17.375,42.5833333333333,"Friday",1990-11-23
"1424",105,NA,42,48.3333333333333,30,34.2916666666667,"Saturday",1990-11-24
"1425",126,-9.784529184,44.5,42.5,28.625,26.5416666666667,"Sunday",1990-11-25
"1426",114,NA,53,42.8333333333333,58.5,25.3333333333333,"Monday",1990-11-26
"1427",122,-20.03286385,61,46.5,57.625,39.0416666666667,"Tuesday",1990-11-27
"1428",111,-19.26666667,39.5,52.8333333333333,22.125,48.25,"Wednesday",1990-11-28
"1429",115,-10.84571429,31.5,51.1666666666667,23.625,46.0833333333333,"Thursday",1990-11-29
"1430",108,-12.58967126,41,44,29.875,34.4583333333333,"Friday",1990-11-30
"1431",89,-17.57962738,40.5,37.3333333333333,28.125,25.2083333333333,"Saturday",1990-12-01
"1432",110,-22.08860759,33,37.6666666666667,24.625,27.2083333333333,"Sunday",1990-12-02
"1433",108,-11.69936709,33,38.1666666666667,25.75,27.5416666666667,"Monday",1990-12-03
"1434",121,-9.67609991,22,35.5,13.25,26.1666666666667,"Tuesday",1990-12-04
"1435",112,-8.56466877,28.5,29.3333333333333,29.375,21.2083333333333,"Wednesday",1990-12-05
"1436",104,-3.094124866,29.5,27.8333333333333,16.125,22.7916666666667,"Thursday",1990-12-06
"1437",121,-8.933037917,31,26.6666666666667,27.75,19.5833333333333,"Friday",1990-12-07
"1438",128,-1.006475199,37,29.6666666666667,29.125,24.4166666666667,"Saturday",1990-12-08
"1439",132,-10.5049505,43,32.5,31,24.3333333333333,"Sunday",1990-12-09
"1440",116,-9.186355956,39.5,37,29.75,29.2916666666667,"Monday",1990-12-10
"1441",123,-2.735849057,44,39.8333333333333,40.375,29.9583333333333,"Tuesday",1990-12-11
"1442",120,1.4224213836,45.5,42.1666666666667,35.875,33.7083333333333,"Wednesday",1990-12-12
"1443",98,-20.4180519,30.5,43,18.25,35.3333333333333,"Thursday",1990-12-13
"1444",127,-14.03025538,30.5,40,26.375,31.5,"Friday",1990-12-14
"1445",111,-18.47208122,39.5,35.5,32,26.8333333333333,"Saturday",1990-12-15
"1446",122,-10.89080349,34.5,33.5,28.875,25.5416666666667,"Sunday",1990-12-16
"1447",131,-15.37244898,36.5,34.8333333333333,36.25,29.0833333333333,"Monday",1990-12-17
"1448",112,-8.774310595,34,36.8333333333333,27,32.375,"Tuesday",1990-12-18
"1449",112,-7.767547104,31,35,27,30.7083333333333,"Wednesday",1990-12-19
"1450",111,-8.323426858,40,33.8333333333333,42.25,30.0833333333333,"Thursday",1990-12-20
"1451",110,-10.24143246,38,35,38.625,32.0833333333333,"Friday",1990-12-21
"1452",132,-11.10410095,17,36.3333333333333,0.75,35.9583333333333,"Saturday",1990-12-22
"1453",120,0.4239317465,7,31.6666666666667,-3.75,27.2083333333333,"Sunday",1990-12-23
"1454",133,NA,8,20.6666666666667,7.75,11.875,"Monday",1990-12-24
"1455",128,-17.42369684,14.5,10.6666666666667,-7.875,1.58333333333333,"Tuesday",1990-12-25
"1456",124,NA,3.5,9.83333333333333,-6.5,-1.29166666666667,"Wednesday",1990-12-26
"1457",119,-17.28391167,17.5,8.66666666666667,16.75,-2.20833333333333,"Thursday",1990-12-27
"1458",135,-7.296529968,31,11.8333333333333,30.875,0.791666666666667,"Friday",1990-12-28
"1459",118,-27.60419897,33.5,17.3333333333333,30,13.7083333333333,"Saturday",1990-12-29
"1460",149,NA,15,27.3333333333333,2.625,25.875,"Sunday",1990-12-30
"1461",119,-10.43917757,8,26.5,5,21.1666666666667,"Monday",1990-12-31
"1462",138,NA,20.5,18.8333333333333,19,12.5416666666667,"Tuesday",1991-01-01
"1463",113,NA,16,14.5,6.625,8.875,"Wednesday",1991-01-02
"1464",129,NA,6.5,14.8333333333333,0.5,10.2083333333333,"Thursday",1991-01-03
"1465",133,-2,14,14.3333333333333,11.5,8.70833333333333,"Friday",1991-01-04
"1466",143,NA,25.5,12.1666666666667,21.625,6.20833333333333,"Saturday",1991-01-05
"1467",113,-10.05715332,20.5,15.3333333333333,13.625,11.2083333333333,"Sunday",1991-01-06
"1468",111,NA,21.5,20,17.5,15.5833333333333,"Monday",1991-01-07
"1469",141,-11.68002383,25.5,22.5,27.375,17.5833333333333,"Tuesday",1991-01-08
"1470",114,1.6549520767,24,22.5,18,19.5,"Wednesday",1991-01-09
"1471",126,-4.732234075,22,23.6666666666667,26.125,20.9583333333333,"Thursday",1991-01-10
"1472",120,-11.56230032,29.5,23.8333333333333,26.625,23.8333333333333,"Friday",1991-01-11
"1473",110,-14.72995625,25.5,25.1666666666667,22,23.5833333333333,"Saturday",1991-01-12
"1474",98,-2.628205128,24.5,25.6666666666667,26.875,24.9166666666667,"Sunday",1991-01-13
"1475",109,4.041232073,31.5,26.5,27.125,25.1666666666667,"Monday",1991-01-14
"1476",135,10.21474359,30.5,27.1666666666667,31.625,25.3333333333333,"Tuesday",1991-01-15
"1477",133,-9.242421773,31,28.8333333333333,25.75,28.5416666666667,"Wednesday",1991-01-16
"1478",117,-2.012820513,26,31,18.75,28.1666666666667,"Thursday",1991-01-17
"1479",132,-3.910458834,21.5,29.1666666666667,24,25.375,"Friday",1991-01-18
"1480",127,-17.11538462,36.5,26.1666666666667,29.625,22.8333333333333,"Saturday",1991-01-19
"1481",122,-16.11057692,26.5,28,18.625,24.125,"Sunday",1991-01-20
"1482",132,-9.407051282,10.5,28.1666666666667,-1.5,24.0833333333333,"Monday",1991-01-21
"1483",131,8.9039548023,11,24.5,12,15.5833333333333,"Tuesday",1991-01-22
"1484",123,-2.365384615,21.5,16,5.75,9.70833333333333,"Wednesday",1991-01-23
"1485",122,-2.859288273,9,14.3333333333333,-5.75,5.41666666666667,"Thursday",1991-01-24
"1486",137,18.814102564,7.5,13.8333333333333,-2.375,4,"Friday",1991-01-25
"1487",135,0.1036777488,15.5,12.6666666666667,9.25,-0.791666666666667,"Saturday",1991-01-26
"1488",131,-10.83601286,22,10.6666666666667,17,0.375,"Sunday",1991-01-27
"1489",146,13.315930023,25.5,15,19.75,7.95833333333333,"Monday",1991-01-28
"1490",118,-23.78778135,19,21,12.625,15.3333333333333,"Tuesday",1991-01-29
"1491",131,5.5036935895,15,22.1666666666667,6.625,16.4583333333333,"Wednesday",1991-01-30
"1492",135,4.1096774194,17,19.8333333333333,8.875,13,"Thursday",1991-01-31
"1493",144,11.138819027,29,17,27.5,9.375,"Friday",1991-02-01
"1494",135,NA,39,20.3333333333333,30.5,14.3333333333333,"Saturday",1991-02-02
"1495",131,-7.361581921,42.5,28.3333333333333,30.125,22.2916666666667,"Sunday",1991-02-03
"1496",126,-3.889967638,44,36.8333333333333,38,29.375,"Monday",1991-02-04
"1497",123,9.8034915436,39,41.8333333333333,34.375,32.875,"Tuesday",1991-02-05
"1498",128,3.0323624595,35.5,41.8333333333333,32.875,34.1666666666667,"Wednesday",1991-02-06
"1499",111,-18.51412429,32.5,39.5,29.5,35.0833333333333,"Thursday",1991-02-07
"1500",139,6.3042071197,34,35.6666666666667,31,32.25,"Friday",1991-02-08
"1501",146,-5.525862542,37.5,34,30.125,31.125,"Saturday",1991-02-09
"1502",119,-2.670967742,30,34.6666666666667,9.25,30.2083333333333,"Sunday",1991-02-10
"1503",136,-12.35002272,22,33.8333333333333,5.125,23.4583333333333,"Monday",1991-02-11
"1504",129,-0.637820513,24.5,29.8333333333333,17.875,14.8333333333333,"Tuesday",1991-02-12
"1505",121,1.2843450479,32.5,25.5,26.75,10.75,"Wednesday",1991-02-13
"1506",146,-6.120023885,22,26.3333333333333,13.625,16.5833333333333,"Thursday",1991-02-14
"1507",135,-1.828275491,8.5,26.3333333333333,-6.25,19.4166666666667,"Friday",1991-02-15
"1508",120,-12.87974684,16,21,17.125,11.375,"Saturday",1991-02-16
"1509",124,-7.113500205,35,15.5,29.25,8.16666666666667,"Sunday",1991-02-17
"1510",123,3.1949685535,38.5,19.8333333333333,38.375,13.375,"Monday",1991-02-18
"1511",126,NA,35.5,29.8333333333333,23.625,28.25,"Tuesday",1991-02-19
"1512",138,-4.909580721,36.5,36.3333333333333,30.375,30.4166666666667,"Wednesday",1991-02-20
"1513",121,4.562403698,47,36.8333333333333,40.375,30.7916666666667,"Thursday",1991-02-21
"1514",131,-8.890282132,34.5,39.6666666666667,14.5,31.4583333333333,"Friday",1991-02-22
"1515",114,-12.98207104,26.5,39.3333333333333,18.5,28.4166666666667,"Saturday",1991-02-23
"1516",106,-9.959247649,28.5,36,13,24.4583333333333,"Sunday",1991-02-24
"1517",139,-16.55718789,21,29.8333333333333,7.5,15.3333333333333,"Monday",1991-02-25
"1518",121,5.2382445141,19,25.3333333333333,16.125,13,"Tuesday",1991-02-26
"1519",125,-10.15254237,23.5,22.8333333333333,19.5,12.2083333333333,"Wednesday",1991-02-27
"1520",128,4.0689655172,39,21.1666666666667,30.625,14.375,"Thursday",1991-02-28
"1521",124,-5.640158592,48,27.1666666666667,46.5,22.0833333333333,"Friday",1991-03-01
"1522",125,-10.13793103,37.5,36.8333333333333,22.25,32.2083333333333,"Saturday",1991-03-02
"1523",136,-31.91525424,25.5,41.5,18.5,33.125,"Sunday",1991-03-03
"1524",111,-6.012578616,31,37,20.75,29.0833333333333,"Monday",1991-03-04
"1525",135,5.9604519774,39,31.3333333333333,31.75,20.5,"Tuesday",1991-03-05
"1526",125,-0.946708464,39.5,31.8333333333333,20.125,23.6666666666667,"Wednesday",1991-03-06
"1527",116,-14.43167082,28,36.5,11,24.2083333333333,"Thursday",1991-03-07
"1528",105,NA,32.5,35.5,28,20.9583333333333,"Friday",1991-03-08
"1529",120,-3.032607164,33.5,33.3333333333333,23,19.7083333333333,"Saturday",1991-03-09
"1530",117,4.059375,34.5,31.3333333333333,23.25,20.6666666666667,"Sunday",1991-03-10
"1531",146,15.825877809,40,33.5,28.375,24.75,"Monday",1991-03-11
"1532",127,-2.775,32,36,24.5,24.875,"Tuesday",1991-03-12
"1533",121,-20.39729252,32.5,35.5,23.5,25.375,"Wednesday",1991-03-13
"1534",139,-24.53605016,34.5,34.8333333333333,26.5,25.4583333333333,"Thursday",1991-03-14
"1535",115,-16.11334578,34,33,26.5,24.8333333333333,"Friday",1991-03-15
"1536",118,-9.401253918,39,33.6666666666667,28.75,25.5,"Saturday",1991-03-16
"1537",118,-7.575789863,39,35.8333333333333,39.25,27.25,"Sunday",1991-03-17
"1538",137,15.495297806,42.5,37.3333333333333,35.875,31.5,"Monday",1991-03-18
"1539",128,8.5883915844,44,40.1666666666667,38,34.625,"Tuesday",1991-03-19
"1540",103,-2.645768025,47.5,41.8333333333333,44.875,37.7083333333333,"Wednesday",1991-03-20
"1541",117,21.702867364,60,44.6666666666667,51.625,39.5833333333333,"Thursday",1991-03-21
"1542",127,-18.65830721,55,50.5,55.25,44.8333333333333,"Friday",1991-03-22
"1543",105,-25.93220339,47,54.1666666666667,32.875,50.5833333333333,"Saturday",1991-03-23
"1544",104,-14.58125,45,54,34.5,46.5833333333333,"Sunday",1991-03-24
"1545",130,5.5154145755,49,49,39,40.875,"Monday",1991-03-25
"1546",135,-4.571875,63,47,63.5,35.4583333333333,"Tuesday",1991-03-26
"1547",126,25.039548023,56,52.3333333333333,43.25,45.6666666666667,"Wednesday",1991-03-27
"1548",128,-7.5375,42,56,29.625,48.5833333333333,"Thursday",1991-03-28
"1549",132,-26.69819032,30.5,53.6666666666667,17.875,45.4583333333333,"Friday",1991-03-29
"1550",128,-14.4625,33,42.8333333333333,17.375,30.25,"Saturday",1991-03-30
"1551",103,-8.971118801,43.5,35.1666666666667,33.5,21.625,"Sunday",1991-03-31
"1552",127,NA,41,35.6666666666667,23.875,22.9166666666667,"Monday",1991-04-01
"1553",110,-13.39748411,39,39.1666666666667,24,24.9166666666667,"Tuesday",1991-04-02
"1554",128,12.315625,51,41.1666666666667,34.875,27.125,"Wednesday",1991-04-03
"1555",112,-6.246504237,52.5,43.6666666666667,52.25,27.5833333333333,"Thursday",1991-04-04
"1556",109,5.390625,60,47.5,50.375,37.0416666666667,"Friday",1991-04-05
"1557",106,-0.527338843,70,54.5,47.25,45.8333333333333,"Saturday",1991-04-06
"1558",95,-7.5375,69,60.8333333333333,60.25,49.9583333333333,"Sunday",1991-04-07
"1559",106,3.4404131356,65.5,66.3333333333333,58.5,52.625,"Monday",1991-04-08
"1560",118,-22.66875,44,68.1666666666667,38.125,55.3333333333333,"Tuesday",1991-04-09
"1561",113,-23.2449707,43.5,59.5,28.875,52.2916666666667,"Wednesday",1991-04-10
"1562",121,-20.86604361,38,51,28.625,41.8333333333333,"Thursday",1991-04-11
"1563",110,-8.943571366,44,41.8333333333333,32.375,31.875,"Friday",1991-04-12
"1564",102,-10.70093458,45.5,41.8333333333333,44.125,29.9583333333333,"Saturday",1991-04-13
"1565",125,-28.59031628,58.5,42.5,50.125,35.0416666666667,"Sunday",1991-04-14
"1566",123,-8.6375,53,49.3333333333333,38.875,42.2083333333333,"Monday",1991-04-15
"1567",116,NA,53,52.3333333333333,42,44.375,"Tuesday",1991-04-16
"1568",110,-18.66875,47.5,54.8333333333333,33.125,43.6666666666667,"Wednesday",1991-04-17
"1569",107,-5.800353269,46,51.1666666666667,37.5,38,"Thursday",1991-04-18
"1570",104,-13.62616822,46.5,48.8333333333333,36.625,37.5416666666667,"Friday",1991-04-19
"1571",119,-27.27509372,40.5,46.6666666666667,31.625,35.75,"Saturday",1991-04-20
"1572",109,-20.63239875,44.5,44.3333333333333,20.375,35.25,"Sunday",1991-04-21
"1573",119,4.2213158034,48,43.8333333333333,30.625,29.5416666666667,"Monday",1991-04-22
"1574",119,-3.676012461,50,44.3333333333333,38.5,27.5416666666667,"Tuesday",1991-04-23
"1575",116,-2.670991349,50.5,47.5,28.375,29.8333333333333,"Wednesday",1991-04-24
"1576",108,NA,53.5,49.5,37.875,32.5,"Thursday",1991-04-25
"1577",112,31.248270764,59.5,51.3333333333333,47.875,34.9166666666667,"Friday",1991-04-26
"1578",122,4.4392523364,64.5,54.5,61,38.0416666666667,"Saturday",1991-04-27
"1579",100,-5.011211158,64.5,59.1666666666667,55.875,48.9166666666667,"Sunday",1991-04-28
"1580",112,-15.4,64,62.8333333333333,55.5,54.9166666666667,"Monday",1991-04-29
"1581",107,0.437688684,57.5,64.3333333333333,39.625,57.4583333333333,"Tuesday",1991-04-30
"1582",107,6.736677116,52.5,62,34.875,50.3333333333333,"Wednesday",1991-05-01
"1583",126,18.628162521,55,58,35.125,43.3333333333333,"Thursday",1991-05-02
"1584",99,-26.12618297,46.5,55,37.375,36.5416666666667,"Friday",1991-05-03
"1585",121,-11.04985482,52,51.3333333333333,41,35.7916666666667,"Saturday",1991-05-04
"1586",99,-9.018927445,56,51.1666666666667,51.25,37.8333333333333,"Sunday",1991-05-05
"1587",112,-12.29540311,45,51.5,35.5,43.2083333333333,"Monday",1991-05-06
"1588",116,-8.157728707,53,51,38.375,42.5833333333333,"Tuesday",1991-05-07
"1589",114,6.3595945655,55,51.3333333333333,51,41.7083333333333,"Wednesday",1991-05-08
"1590",135,10.851735016,62,51,52.375,41.625,"Thursday",1991-05-09
"1591",114,30.431531402,65,56.6666666666667,55,47.25,"Friday",1991-05-10
"1592",119,23.987381703,70.5,60.6666666666667,64.75,52.7916666666667,"Saturday",1991-05-11
"1593",126,9.3476903337,74.5,65.8333333333333,62.75,57.375,"Sunday",1991-05-12
"1594",131,44.939873418,76,70,64.5,60.8333333333333,"Monday",1991-05-13
"1595",111,29.332090622,74,73.6666666666667,56.375,64,"Tuesday",1991-05-14
"1596",106,50.003154574,72.5,74.8333333333333,57.25,61.2083333333333,"Wednesday",1991-05-15
"1597",123,47.825431962,73.5,74.1666666666667,65.5,59.375,"Thursday",1991-05-16
"1598",122,-2.940063091,60,73.3333333333333,46.375,59.7083333333333,"Friday",1991-05-17
"1599",104,-10.14080277,50,68.6666666666667,44.25,56.375,"Saturday",1991-05-18
"1600",101,-18.96518987,54.5,61.1666666666667,38.625,52.0416666666667,"Sunday",1991-05-19
"1601",110,1.4246260069,60.5,54.8333333333333,53,43.0833333333333,"Monday",1991-05-20
"1602",112,58.136075949,68.5,55,62.875,45.2916666666667,"Tuesday",1991-05-21
"1603",102,22.655638665,74.5,61.1666666666667,66.875,51.5,"Wednesday",1991-05-22
"1604",115,2.2603174603,74,67.8333333333333,67.5,60.9166666666667,"Thursday",1991-05-23
"1605",112,1.654274501,77.5,72.3333333333333,64.5,65.75,"Friday",1991-05-24
"1606",98,-8.679365079,67,75.3333333333333,58.625,66.2916666666667,"Saturday",1991-05-25
"1607",108,-10.91702532,76,72.8333333333333,67.75,63.5416666666667,"Sunday",1991-05-26
"1608",108,NA,77.5,73.5,69.375,63.625,"Monday",1991-05-27
"1609",106,51.748571429,80.5,73.5,67.875,65.25,"Tuesday",1991-05-28
"1610",116,9.2586750789,79,78,67.375,68.3333333333333,"Wednesday",1991-05-29
"1611",117,2.6002177148,77.5,79,66.375,68.2083333333333,"Thursday",1991-05-30
"1612",107,13.278481013,77.5,79,67.75,67.2083333333333,"Friday",1991-05-31
"1613",112,0.6850793651,74.5,78,66.125,67.1666666666667,"Saturday",1991-06-01
"1614",94,13.203174603,72.5,76.5,63.25,66.75,"Sunday",1991-06-02
"1615",120,-8.822539683,69,74.8333333333333,56.5,65.7083333333333,"Monday",1991-06-03
"1616",82,-18.78730159,61.5,72,48.5,61.9583333333333,"Tuesday",1991-06-04
"1617",121,-12.87423141,61,67.6666666666667,46.625,56.0833333333333,"Wednesday",1991-06-05
"1618",105,-8.749206349,62,63.8333333333333,45.125,50.5416666666667,"Thursday",1991-06-06
"1619",118,4.7334325397,65.5,61.5,48.25,46.75,"Friday",1991-06-07
"1620",127,13.311111111,67.5,62.8333333333333,49.125,46.6666666666667,"Saturday",1991-06-08
"1621",115,19.265512266,72.5,65,53.875,47.5,"Sunday",1991-06-09
"1622",97,51.331210191,75,68.5,59.875,50.4166666666667,"Monday",1991-06-10
"1623",118,4.3888004138,73,71.6666666666667,60.75,54.2916666666667,"Tuesday",1991-06-11
"1624",114,-9.649681529,71.5,73.5,58.375,58.1666666666667,"Wednesday",1991-06-12
"1625",112,12.356364029,73.5,73.1666666666667,64.875,59.6666666666667,"Thursday",1991-06-13
"1626",95,7.3248407643,83,72.6666666666667,65.375,61.3333333333333,"Friday",1991-06-14
"1627",104,-6.891000036,77.5,76,65.75,62.875,"Saturday",1991-06-15
"1628",94,-13.78343949,69.5,78,53.5,65.3333333333333,"Sunday",1991-06-16
"1629",108,-4.125725515,69,76.6666666666667,50.75,61.5416666666667,"Monday",1991-06-17
"1630",126,-1.79047619,71,72,55.75,56.6666666666667,"Tuesday",1991-06-18
"1631",118,2.5807026931,72.5,69.8333333333333,58.125,53.3333333333333,"Wednesday",1991-06-19
"1632",111,25.158730159,78.5,70.8333333333333,60.25,54.875,"Thursday",1991-06-20
"1633",96,38.887640449,78,74,62,58.0416666666667,"Friday",1991-06-21
"1634",110,-16.80952381,64.5,76.3333333333333,56.25,60.125,"Saturday",1991-06-22
"1635",101,-17.69707736,68,73.6666666666667,53.125,59.5,"Sunday",1991-06-23
"1636",113,-1.688888889,69,70.1666666666667,50,57.125,"Monday",1991-06-24
"1637",121,12.125008939,71.5,67.1666666666667,53.875,53.125,"Tuesday",1991-06-25
"1638",108,61.268987342,78.5,69.5,66.625,52.3333333333333,"Wednesday",1991-06-26
"1639",117,54.576654369,81.5,73,62.625,56.8333333333333,"Thursday",1991-06-27
"1640",99,14.23659306,79.5,77.1666666666667,65.125,61.0416666666667,"Friday",1991-06-28
"1641",107,16.379613917,84,79.8333333333333,69.125,64.7916666666667,"Saturday",1991-06-29
"1642",118,NA,74,81.6666666666667,64.125,65.625,"Sunday",1991-06-30
"1643",125,28.42804817,81,79.1666666666667,69,66.125,"Monday",1991-07-01
